batter_name,age,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HBP,GB,SO,GDP,BU,fly,year
김호령,23.0,103.0,283.0,257.0,31.0,56.0,10.0,2.0,1.0,73.0,21.0,11.0,2.0,15.0,5.0,0.0,83.0,2.0,6.0,0.0,2015
김호령,24.0,124.0,514.0,453.0,72.0,121.0,18.0,3.0,8.0,169.0,41.0,19.0,10.0,36.0,10.0,0.0,104.0,7.0,13.0,2.0,2016
김호령,25.0,98.0,105.0,90.0,31.0,24.0,6.0,1.0,1.0,35.0,11.0,3.0,2.0,9.0,2.0,0.0,23.0,0.0,3.0,1.0,2017
이은총,24.0,11.0,38.0,35.0,3.0,6.0,1.0,0.0,0.0,7.0,3.0,0.0,0.0,1.0,1.0,0.0,7.0,0.0,1.0,0.0,2015
노관현,24.0,9.0,6.0,6.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2017
이현곤,22.0,52.0,122.0,113.0,11.0,29.0,7.0,1.0,3.0,47.0,12.0,3.0,0.0,8.0,1.0,0.0,25.0,4.0,0.0,0.0,2002
이현곤,23.0,129.0,397.0,350.0,42.0,92.0,15.0,0.0,5.0,122.0,43.0,8.0,4.0,25.0,3.0,0.0,41.0,3.0,17.0,2.0,2003
이현곤,24.0,68.0,139.0,116.0,17.0,32.0,9.0,0.0,1.0,44.0,10.0,3.0,0.0,11.0,5.0,0.0,14.0,5.0,7.0,0.0,2004
이현곤,26.0,77.0,272.0,247.0,27.0,60.0,14.0,1.0,5.0,91.0,27.0,2.0,5.0,12.0,2.0,0.0,39.0,8.0,9.0,2.0,2006
이현곤,27.0,126.0,521.0,453.0,63.0,153.0,31.0,0.0,2.0,190.0,48.0,4.0,2.0,43.0,3.0,0.0,61.0,11.0,13.0,8.0,2007
이현곤,28.0,112.0,435.0,393.0,33.0,101.0,19.0,2.0,2.0,130.0,40.0,5.0,5.0,30.0,3.0,1.0,51.0,12.0,4.0,4.0,2008
이현곤,29.0,120.0,428.0,363.0,35.0,92.0,15.0,0.0,2.0,113.0,33.0,11.0,3.0,34.0,10.0,0.0,63.0,16.0,15.0,6.0,2009
이현곤,30.0,108.0,304.0,260.0,27.0,68.0,13.0,1.0,2.0,89.0,28.0,0.0,2.0,21.0,1.0,0.0,38.0,6.0,17.0,5.0,2010
이현곤,31.0,104.0,257.0,222.0,24.0,59.0,10.0,1.0,1.0,74.0,17.0,1.0,1.0,20.0,2.0,0.0,38.0,4.0,11.0,2.0,2011
이현곤,32.0,6.0,6.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2012
이현곤,33.0,91.0,161.0,139.0,10.0,38.0,7.0,0.0,0.0,45.0,9.0,2.0,0.0,16.0,3.0,0.0,14.0,4.0,3.0,0.0,2013
이현곤,34.0,7.0,12.0,11.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,2014
김원섭,23.0,38.0,42.0,35.0,12.0,6.0,1.0,0.0,0.0,7.0,2.0,3.0,0.0,5.0,0.0,0.0,7.0,2.0,2.0,0.0,2001
김원섭,25.0,19.0,17.0,13.0,0.0,2.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,2003
김원섭,26.0,41.0,41.0,34.0,3.0,9.0,0.0,0.0,0.0,9.0,1.0,0.0,3.0,3.0,0.0,0.0,8.0,0.0,4.0,0.0,2004
김원섭,27.0,28.0,26.0,25.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,2.0,0.0,0.0,2005
김원섭,28.0,94.0,213.0,181.0,26.0,61.0,5.0,3.0,0.0,72.0,13.0,12.0,2.0,14.0,0.0,0.0,27.0,2.0,17.0,1.0,2006
김원섭,29.0,114.0,360.0,313.0,40.0,76.0,11.0,4.0,3.0,104.0,28.0,9.0,9.0,38.0,2.0,0.0,58.0,5.0,6.0,1.0,2007
김원섭,30.0,106.0,404.0,344.0,55.0,105.0,14.0,4.0,0.0,127.0,30.0,21.0,8.0,51.0,3.0,1.0,50.0,3.0,4.0,2.0,2008
김원섭,31.0,101.0,426.0,356.0,74.0,107.0,14.0,9.0,8.0,163.0,43.0,20.0,10.0,56.0,6.0,1.0,55.0,8.0,5.0,3.0,2009
김원섭,32.0,111.0,428.0,353.0,43.0,84.0,16.0,3.0,5.0,121.0,28.0,15.0,6.0,56.0,2.0,0.0,63.0,5.0,16.0,1.0,2010
김원섭,33.0,87.0,316.0,269.0,36.0,73.0,18.0,2.0,2.0,101.0,30.0,1.0,3.0,32.0,0.0,1.0,28.0,4.0,10.0,5.0,2011
김원섭,34.0,120.0,472.0,386.0,60.0,117.0,21.0,4.0,3.0,155.0,61.0,8.0,4.0,69.0,2.0,1.0,54.0,12.0,12.0,3.0,2012
김원섭,35.0,42.0,119.0,96.0,12.0,18.0,8.0,0.0,1.0,29.0,12.0,1.0,0.0,23.0,0.0,0.0,20.0,0.0,0.0,0.0,2013
김원섭,36.0,44.0,101.0,80.0,21.0,18.0,4.0,1.0,0.0,24.0,13.0,3.0,1.0,17.0,0.0,0.0,13.0,2.0,2.0,2.0,2014
김원섭,37.0,110.0,341.0,277.0,45.0,74.0,13.0,3.0,5.0,108.0,33.0,8.0,5.0,53.0,3.0,0.0,46.0,5.0,6.0,2.0,2015
김원섭,38.0,37.0,90.0,73.0,10.0,16.0,5.0,0.0,0.0,21.0,12.0,1.0,0.0,15.0,0.0,0.0,16.0,2.0,1.0,1.0,2016
이용규,19.0,52.0,70.0,62.0,3.0,8.0,1.0,0.0,0.0,9.0,2.0,1.0,3.0,4.0,2.0,0.0,21.0,0.0,1.0,1.0,2004
이용규,20.0,124.0,479.0,414.0,57.0,110.0,17.0,2.0,5.0,146.0,37.0,31.0,10.0,39.0,9.0,0.0,64.0,6.0,14.0,3.0,2005
이용규,21.0,125.0,552.0,485.0,78.0,154.0,25.0,9.0,1.0,200.0,39.0,38.0,11.0,50.0,9.0,3.0,48.0,6.0,7.0,1.0,2006
이용규,22.0,118.0,491.0,439.0,61.0,123.0,17.0,8.0,0.0,156.0,27.0,17.0,11.0,37.0,7.0,0.0,40.0,4.0,5.0,3.0,2007
이용규,23.0,106.0,473.0,417.0,62.0,130.0,24.0,6.0,0.0,166.0,38.0,28.0,9.0,47.0,3.0,1.0,37.0,4.0,6.0,0.0,2008
이용규,24.0,50.0,201.0,169.0,32.0,45.0,8.0,3.0,0.0,59.0,14.0,10.0,4.0,22.0,4.0,1.0,21.0,1.0,6.0,0.0,2009
이용규,25.0,129.0,555.0,472.0,74.0,145.0,19.0,1.0,3.0,175.0,51.0,25.0,12.0,64.0,9.0,2.0,50.0,10.0,7.0,3.0,2010
이용규,26.0,111.0,503.0,421.0,84.0,140.0,16.0,2.0,3.0,169.0,33.0,30.0,6.0,63.0,9.0,2.0,33.0,5.0,7.0,3.0,2011
이용규,27.0,125.0,580.0,491.0,86.0,139.0,14.0,2.0,2.0,163.0,37.0,44.0,12.0,66.0,10.0,0.0,38.0,9.0,10.0,3.0,2012
이용규,28.0,100.0,453.0,390.0,74.0,115.0,20.0,1.0,2.0,143.0,22.0,21.0,9.0,44.0,7.0,0.0,37.0,4.0,10.0,2.0,2013
이용규,29.0,104.0,418.0,358.0,62.0,103.0,12.0,4.0,0.0,123.0,20.0,12.0,11.0,52.0,5.0,0.0,46.0,5.0,2.0,1.0,2014
이용규,30.0,124.0,585.0,493.0,94.0,168.0,15.0,7.0,4.0,209.0,42.0,28.0,10.0,68.0,9.0,5.0,45.0,4.0,11.0,4.0,2015
이용규,31.0,113.0,530.0,452.0,98.0,159.0,20.0,4.0,3.0,196.0,41.0,21.0,11.0,63.0,7.0,1.0,29.0,7.0,7.0,1.0,2016
이용규,32.0,57.0,200.0,179.0,31.0,47.0,8.0,1.0,0.0,57.0,12.0,10.0,3.0,17.0,2.0,0.0,20.0,4.0,1.0,1.0,2017
이용규,33.0,134.0,575.0,491.0,82.0,144.0,14.0,1.0,1.0,163.0,36.0,30.0,11.0,59.0,12.0,0.0,62.0,8.0,8.0,5.0,2018
최희섭,28.0,52.0,220.0,199.0,20.0,67.0,17.0,0.0,7.0,105.0,46.0,3.0,1.0,18.0,0.0,0.0,37.0,9.0,0.0,3.0,2007
최희섭,29.0,55.0,207.0,188.0,17.0,43.0,2.0,1.0,6.0,65.0,22.0,4.0,3.0,15.0,3.0,2.0,41.0,4.0,0.0,1.0,2008
최희섭,30.0,131.0,545.0,435.0,98.0,134.0,23.0,0.0,33.0,256.0,100.0,2.0,4.0,96.0,7.0,13.0,108.0,14.0,0.0,7.0,2009
최희섭,31.0,126.0,532.0,444.0,78.0,127.0,22.0,1.0,21.0,214.0,84.0,4.0,3.0,81.0,4.0,7.0,109.0,17.0,0.0,3.0,2010
최희섭,32.0,70.0,282.0,242.0,36.0,68.0,14.0,1.0,9.0,111.0,37.0,1.0,1.0,39.0,0.0,2.0,61.0,7.0,0.0,1.0,2011
최희섭,33.0,80.0,301.0,246.0,31.0,62.0,17.0,0.0,7.0,100.0,42.0,1.0,1.0,50.0,2.0,5.0,53.0,9.0,0.0,3.0,2012
최희섭,34.0,78.0,305.0,252.0,29.0,65.0,17.0,1.0,11.0,117.0,42.0,1.0,1.0,44.0,7.0,2.0,72.0,5.0,0.0,2.0,2013
최희섭,36.0,42.0,149.0,125.0,18.0,32.0,3.0,0.0,6.0,53.0,20.0,0.0,0.0,22.0,1.0,0.0,34.0,2.0,0.0,1.0,2015
이범호,19.0,69.0,86.0,74.0,11.0,12.0,7.0,0.0,1.0,22.0,3.0,1.0,0.0,10.0,1.0,0.0,21.0,2.0,0.0,1.0,2000
이범호,20.0,71.0,159.0,138.0,22.0,27.0,7.0,1.0,3.0,45.0,16.0,2.0,4.0,11.0,2.0,0.0,25.0,3.0,7.0,1.0,2001
이범호,21.0,111.0,329.0,296.0,41.0,77.0,20.0,2.0,11.0,134.0,35.0,5.0,1.0,24.0,3.0,1.0,57.0,5.0,4.0,2.0,2002
이범호,22.0,107.0,384.0,323.0,46.0,77.0,19.0,1.0,11.0,131.0,38.0,2.0,6.0,47.0,5.0,1.0,63.0,6.0,8.0,1.0,2003
이범호,23.0,133.0,541.0,481.0,80.0,148.0,35.0,3.0,23.0,258.0,74.0,6.0,3.0,48.0,3.0,1.0,80.0,8.0,5.0,4.0,2004
이범호,24.0,126.0,513.0,444.0,69.0,121.0,27.0,1.0,26.0,228.0,68.0,6.0,2.0,53.0,9.0,0.0,94.0,8.0,1.0,6.0,2005
이범호,25.0,126.0,497.0,421.0,53.0,108.0,25.0,1.0,20.0,195.0,73.0,0.0,2.0,65.0,7.0,2.0,87.0,11.0,1.0,3.0,2006
이범호,26.0,126.0,505.0,418.0,57.0,103.0,14.0,0.0,21.0,180.0,63.0,2.0,0.0,72.0,5.0,1.0,73.0,14.0,6.0,4.0,2007
이범호,27.0,125.0,508.0,434.0,80.0,120.0,21.0,3.0,19.0,204.0,77.0,12.0,1.0,61.0,9.0,0.0,50.0,18.0,0.0,4.0,2008
이범호,28.0,126.0,499.0,436.0,64.0,124.0,21.0,0.0,25.0,220.0,79.0,3.0,1.0,53.0,7.0,5.0,70.0,10.0,0.0,3.0,2009
이범호,30.0,101.0,405.0,318.0,63.0,96.0,21.0,0.0,17.0,168.0,77.0,2.0,0.0,75.0,7.0,3.0,56.0,8.0,0.0,5.0,2011
이범호,31.0,42.0,171.0,140.0,13.0,41.0,7.0,0.0,2.0,54.0,19.0,1.0,0.0,27.0,1.0,2.0,23.0,3.0,0.0,3.0,2012
이범호,32.0,122.0,516.0,436.0,56.0,108.0,17.0,0.0,24.0,197.0,73.0,0.0,2.0,62.0,9.0,3.0,79.0,18.0,4.0,5.0,2013
이범호,33.0,105.0,406.0,350.0,47.0,94.0,23.0,0.0,19.0,174.0,82.0,2.0,2.0,41.0,11.0,1.0,89.0,9.0,0.0,4.0,2014
이범호,34.0,138.0,514.0,437.0,60.0,118.0,25.0,0.0,28.0,227.0,79.0,3.0,4.0,57.0,16.0,1.0,91.0,16.0,0.0,4.0,2015
이범호,35.0,138.0,560.0,484.0,93.0,150.0,23.0,0.0,33.0,272.0,108.0,1.0,1.0,60.0,9.0,7.0,57.0,15.0,0.0,7.0,2016
이범호,36.0,115.0,447.0,382.0,57.0,104.0,14.0,0.0,25.0,193.0,89.0,0.0,0.0,52.0,7.0,3.0,81.0,9.0,0.0,6.0,2017
이범호,37.0,101.0,380.0,332.0,41.0,93.0,7.0,0.0,20.0,160.0,69.0,1.0,0.0,42.0,4.0,4.0,59.0,12.0,0.0,2.0,2018
이범호,38.0,19.0,31.0,26.0,1.0,6.0,1.0,0.0,1.0,10.0,5.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,0.0,2.0,2019
장승현,24.0,20.0,16.0,13.0,2.0,5.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,2018
장승현,25.0,35.0,46.0,41.0,3.0,7.0,2.0,0.0,0.0,9.0,3.0,0.0,0.0,3.0,1.0,0.0,13.0,0.0,0.0,1.0,2019
박세혁,22.0,6.0,6.0,6.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012
박세혁,23.0,18.0,31.0,26.0,4.0,6.0,3.0,0.0,0.0,9.0,2.0,0.0,0.0,3.0,1.0,0.0,6.0,0.0,1.0,0.0,2013
박세혁,26.0,87.0,210.0,172.0,26.0,36.0,5.0,1.0,5.0,58.0,23.0,2.0,2.0,22.0,2.0,0.0,45.0,1.0,11.0,3.0,2016
박세혁,27.0,97.0,237.0,201.0,41.0,57.0,8.0,0.0,5.0,80.0,26.0,2.0,1.0,19.0,5.0,0.0,44.0,1.0,8.0,4.0,2017
박세혁,28.0,89.0,194.0,170.0,37.0,48.0,12.0,0.0,3.0,69.0,22.0,5.0,0.0,16.0,4.0,0.0,55.0,0.0,3.0,1.0,2018
박세혁,29.0,137.0,505.0,441.0,58.0,123.0,19.0,9.0,4.0,172.0,63.0,8.0,2.0,41.0,7.0,1.0,68.0,5.0,10.0,6.0,2019
최용제,25.0,4.0,11.0,9.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,2016
이흥련,25.0,88.0,155.0,132.0,21.0,30.0,4.0,1.0,1.0,39.0,17.0,1.0,0.0,14.0,5.0,0.0,24.0,0.0,4.0,0.0,2014
이흥련,26.0,71.0,108.0,105.0,16.0,25.0,7.0,0.0,1.0,35.0,17.0,2.0,1.0,1.0,1.0,0.0,22.0,1.0,1.0,0.0,2015
이흥련,27.0,85.0,174.0,150.0,20.0,39.0,11.0,0.0,6.0,68.0,25.0,0.0,0.0,8.0,5.0,0.0,41.0,4.0,9.0,2.0,2016
이흥련,29.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2018
이흥련,30.0,27.0,44.0,42.0,3.0,13.0,2.0,1.0,0.0,17.0,5.0,0.0,0.0,2.0,0.0,0.0,12.0,1.0,0.0,0.0,2019
박유연,19.0,3.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2017
박유연,21.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2019
송승환,19.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2019
신성현,25.0,64.0,117.0,102.0,17.0,23.0,3.0,0.0,4.0,38.0,17.0,0.0,0.0,13.0,0.0,0.0,44.0,0.0,2.0,0.0,2015
신성현,26.0,89.0,184.0,158.0,30.0,44.0,8.0,0.0,8.0,76.0,24.0,0.0,4.0,15.0,5.0,0.0,54.0,3.0,6.0,0.0,2016
신성현,27.0,34.0,72.0,67.0,5.0,11.0,2.0,1.0,1.0,18.0,7.0,1.0,0.0,2.0,1.0,0.0,21.0,2.0,1.0,1.0,2017
신성현,28.0,16.0,27.0,24.0,5.0,4.0,0.0,0.0,1.0,7.0,2.0,0.0,0.0,2.0,0.0,0.0,9.0,1.0,0.0,1.0,2018
신성현,29.0,35.0,54.0,41.0,9.0,8.0,0.0,0.0,1.0,11.0,6.0,0.0,0.0,10.0,1.0,0.0,14.0,0.0,0.0,2.0,2019
서예일,23.0,31.0,21.0,19.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,1.0,0.0,0.0,2016
서예일,24.0,22.0,25.0,23.0,5.0,6.0,2.0,0.0,0.0,8.0,2.0,0.0,0.0,1.0,0.0,0.0,6.0,1.0,1.0,0.0,2017
서예일,26.0,7.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
전민재,19.0,12.0,8.0,8.0,2.0,3.0,1.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2018
전민재,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
허경민,22.0,92.0,173.0,154.0,28.0,41.0,8.0,0.0,0.0,49.0,14.0,9.0,8.0,7.0,5.0,0.0,17.0,7.0,6.0,1.0,2012
허경민,23.0,75.0,276.0,228.0,35.0,68.0,9.0,1.0,1.0,82.0,25.0,14.0,4.0,27.0,9.0,0.0,14.0,7.0,7.0,5.0,2013
허경민,24.0,105.0,233.0,198.0,33.0,49.0,8.0,1.0,0.0,59.0,10.0,6.0,4.0,21.0,6.0,0.0,21.0,7.0,6.0,2.0,2014
허경민,25.0,117.0,453.0,404.0,64.0,128.0,20.0,2.0,1.0,155.0,41.0,8.0,3.0,31.0,7.0,0.0,42.0,11.0,8.0,3.0,2015
허경민,26.0,144.0,609.0,538.0,96.0,154.0,24.0,4.0,7.0,207.0,81.0,6.0,6.0,49.0,14.0,1.0,58.0,14.0,6.0,2.0,2016
허경민,27.0,130.0,422.0,369.0,50.0,95.0,22.0,1.0,3.0,128.0,40.0,8.0,4.0,29.0,10.0,0.0,48.0,15.0,12.0,2.0,2017
허경민,28.0,133.0,577.0,516.0,85.0,167.0,30.0,5.0,10.0,237.0,79.0,20.0,4.0,32.0,16.0,0.0,52.0,15.0,5.0,8.0,2018
허경민,29.0,133.0,540.0,475.0,71.0,137.0,25.0,1.0,4.0,176.0,60.0,11.0,5.0,34.0,17.0,2.0,36.0,16.0,3.0,11.0,2019
이유찬,21.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
류지혁,18.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012
류지혁,21.0,14.0,5.0,5.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2015
류지혁,22.0,90.0,134.0,118.0,34.0,34.0,5.0,0.0,3.0,48.0,9.0,3.0,2.0,10.0,3.0,0.0,28.0,0.0,2.0,1.0,2016
류지혁,23.0,125.0,330.0,297.0,60.0,77.0,13.0,4.0,3.0,107.0,26.0,7.0,5.0,21.0,4.0,0.0,55.0,2.0,8.0,0.0,2017
류지혁,24.0,128.0,280.0,228.0,52.0,61.0,7.0,0.0,1.0,71.0,29.0,7.0,2.0,29.0,10.0,0.0,43.0,3.0,11.0,2.0,2018
류지혁,25.0,118.0,316.0,276.0,36.0,69.0,6.0,2.0,0.0,79.0,34.0,18.0,5.0,24.0,7.0,0.0,40.0,6.0,6.0,3.0,2019
오재원,22.0,49.0,64.0,58.0,10.0,15.0,4.0,0.0,0.0,19.0,5.0,3.0,2.0,4.0,1.0,0.0,17.0,1.0,0.0,1.0,2007
오재원,23.0,117.0,311.0,282.0,45.0,70.0,10.0,3.0,0.0,86.0,28.0,28.0,7.0,17.0,7.0,0.0,62.0,3.0,3.0,2.0,2008
오재원,24.0,106.0,239.0,209.0,36.0,48.0,3.0,0.0,0.0,51.0,12.0,12.0,3.0,20.0,6.0,1.0,44.0,5.0,2.0,2.0,2009
오재원,25.0,123.0,421.0,384.0,59.0,106.0,17.0,3.0,0.0,129.0,37.0,35.0,10.0,29.0,4.0,1.0,76.0,5.0,2.0,2.0,2010
오재원,26.0,129.0,529.0,466.0,73.0,129.0,18.0,4.0,6.0,173.0,46.0,46.0,7.0,39.0,9.0,0.0,62.0,6.0,12.0,3.0,2011
오재원,27.0,77.0,213.0,188.0,29.0,53.0,7.0,3.0,0.0,66.0,17.0,14.0,2.0,17.0,0.0,1.0,43.0,4.0,6.0,2.0,2012
오재원,28.0,113.0,375.0,308.0,54.0,80.0,14.0,7.0,7.0,129.0,44.0,33.0,11.0,49.0,6.0,2.0,62.0,6.0,7.0,5.0,2013
오재원,29.0,110.0,420.0,359.0,60.0,114.0,21.0,6.0,5.0,162.0,40.0,33.0,7.0,50.0,2.0,2.0,61.0,7.0,9.0,0.0,2014
오재원,30.0,120.0,474.0,411.0,60.0,115.0,20.0,2.0,11.0,172.0,59.0,31.0,8.0,47.0,4.0,1.0,94.0,9.0,7.0,4.0,2015
오재원,31.0,122.0,484.0,416.0,68.0,113.0,18.0,1.0,5.0,148.0,58.0,13.0,10.0,54.0,5.0,1.0,82.0,10.0,3.0,6.0,2016
오재원,32.0,127.0,390.0,334.0,43.0,79.0,16.0,1.0,7.0,118.0,40.0,7.0,7.0,47.0,2.0,1.0,85.0,5.0,4.0,3.0,2017
오재원,33.0,132.0,521.0,473.0,78.0,148.0,24.0,1.0,15.0,219.0,81.0,15.0,6.0,41.0,2.0,0.0,119.0,13.0,3.0,2.0,2018
오재원,34.0,98.0,204.0,177.0,30.0,29.0,8.0,1.0,3.0,48.0,18.0,6.0,2.0,25.0,0.0,0.0,50.0,3.0,2.0,0.0,2019
정병곤,23.0,11.0,20.0,20.0,1.0,4.0,0.0,1.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2011
정병곤,25.0,54.0,71.0,61.0,12.0,13.0,1.0,0.0,0.0,14.0,5.0,0.0,0.0,3.0,1.0,0.0,15.0,2.0,5.0,1.0,2013
정병곤,29.0,74.0,82.0,74.0,16.0,16.0,0.0,0.0,2.0,22.0,7.0,1.0,0.0,4.0,2.0,0.0,21.0,3.0,2.0,0.0,2017
정병곤,30.0,6.0,16.0,15.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,2018
정병곤,31.0,20.0,31.0,27.0,6.0,5.0,1.0,0.0,0.0,6.0,4.0,0.0,0.0,2.0,2.0,0.0,4.0,2.0,0.0,0.0,2019
오재일,19.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2005
오재일,23.0,43.0,74.0,66.0,4.0,13.0,5.0,0.0,0.0,18.0,4.0,0.0,0.0,6.0,0.0,1.0,15.0,1.0,1.0,1.0,2009
오재일,24.0,39.0,67.0,60.0,1.0,8.0,4.0,0.0,1.0,15.0,9.0,0.0,0.0,4.0,1.0,0.0,16.0,6.0,2.0,0.0,2010
오재일,25.0,46.0,118.0,100.0,13.0,23.0,5.0,0.0,1.0,31.0,11.0,2.0,0.0,15.0,1.0,1.0,24.0,2.0,1.0,1.0,2011
오재일,26.0,87.0,228.0,212.0,16.0,43.0,8.0,0.0,8.0,75.0,25.0,0.0,0.0,10.0,0.0,0.0,58.0,3.0,2.0,4.0,2012
오재일,27.0,55.0,144.0,117.0,16.0,35.0,12.0,0.0,3.0,56.0,28.0,0.0,1.0,20.0,3.0,2.0,28.0,0.0,1.0,3.0,2013
오재일,28.0,75.0,155.0,132.0,10.0,32.0,7.0,0.0,3.0,48.0,18.0,1.0,1.0,20.0,1.0,0.0,39.0,1.0,0.0,2.0,2014
오재일,29.0,66.0,213.0,180.0,33.0,52.0,11.0,1.0,14.0,107.0,36.0,0.0,0.0,28.0,2.0,2.0,49.0,5.0,1.0,2.0,2015
오재일,30.0,105.0,455.0,380.0,69.0,120.0,20.0,2.0,27.0,225.0,92.0,1.0,0.0,64.0,2.0,2.0,73.0,5.0,2.0,7.0,2016
오재일,31.0,128.0,466.0,412.0,62.0,126.0,27.0,0.0,26.0,231.0,89.0,1.0,1.0,45.0,5.0,0.0,80.0,5.0,1.0,3.0,2017
오재일,32.0,123.0,477.0,401.0,69.0,112.0,19.0,2.0,27.0,216.0,80.0,1.0,1.0,60.0,6.0,2.0,121.0,3.0,0.0,10.0,2018
오재일,33.0,130.0,529.0,467.0,76.0,137.0,29.0,1.0,21.0,231.0,102.0,2.0,1.0,55.0,3.0,1.0,99.0,5.0,0.0,4.0,2019
김재호,19.0,36.0,9.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2004
김재호,20.0,47.0,31.0,27.0,6.0,6.0,1.0,1.0,1.0,12.0,4.0,1.0,0.0,2.0,1.0,0.0,5.0,1.0,1.0,0.0,2005
김재호,23.0,112.0,292.0,261.0,48.0,65.0,8.0,5.0,1.0,86.0,21.0,12.0,3.0,25.0,2.0,0.0,33.0,7.0,3.0,1.0,2008
김재호,24.0,80.0,205.0,180.0,27.0,43.0,9.0,4.0,3.0,69.0,36.0,4.0,1.0,20.0,1.0,0.0,27.0,5.0,0.0,4.0,2009
김재호,25.0,83.0,102.0,85.0,11.0,19.0,3.0,1.0,0.0,24.0,8.0,5.0,1.0,14.0,1.0,0.0,15.0,3.0,2.0,0.0,2010
김재호,26.0,57.0,122.0,109.0,6.0,20.0,5.0,1.0,0.0,27.0,9.0,1.0,1.0,7.0,2.0,0.0,15.0,4.0,2.0,2.0,2011
김재호,27.0,84.0,200.0,177.0,23.0,38.0,2.0,2.0,0.0,44.0,11.0,3.0,3.0,16.0,2.0,0.0,31.0,5.0,5.0,0.0,2012
김재호,28.0,91.0,286.0,248.0,42.0,78.0,10.0,3.0,1.0,97.0,32.0,9.0,6.0,26.0,0.0,0.0,24.0,7.0,10.0,2.0,2013
김재호,29.0,122.0,421.0,341.0,50.0,86.0,14.0,1.0,3.0,111.0,54.0,2.0,8.0,54.0,2.0,0.0,59.0,14.0,13.0,11.0,2014
김재호,30.0,133.0,488.0,410.0,63.0,126.0,24.0,3.0,3.0,165.0,50.0,7.0,2.0,54.0,3.0,0.0,42.0,18.0,14.0,7.0,2015
김재호,31.0,137.0,496.0,416.0,69.0,129.0,27.0,3.0,7.0,183.0,78.0,8.0,4.0,57.0,5.0,1.0,52.0,8.0,5.0,13.0,2016
김재호,32.0,91.0,331.0,283.0,34.0,83.0,18.0,1.0,7.0,124.0,50.0,7.0,1.0,36.0,3.0,1.0,52.0,6.0,2.0,7.0,2017
김재호,33.0,131.0,467.0,402.0,78.0,125.0,20.0,0.0,16.0,193.0,75.0,6.0,2.0,52.0,4.0,1.0,77.0,12.0,3.0,6.0,2018
